sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
2869,122,4,1,13,1,1,2,18,3,3,13,0,0,a,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704179
2870,122,4,13,1,0,2,1,13,1,4,12,1,0,D,1.346578947368421,1.1921052631578946,F1_laliga,2026-05-22 10:28:50.704193
2871,123,4,1,6,1,1,3,12,4,7,7,4,0,a,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704250
2872,123,4,6,1,0,3,1,9,5,7,17,3,0,D,1.4097368421052632,1.0686842105263157,F1_laliga,2026-05-22 10:28:50.704294
2873,124,4,1,7,1,0,0,16,5,4,17,4,0,d,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704363
2874,124,4,7,1,0,0,0,12,2,8,10,1,0,D,1.4713157894736841,1.5907894736842105,F1_laliga,2026-05-22 10:28:50.704377
2875,125,4,1,14,1,3,1,14,3,2,11,6,0,h,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704435
2876,125,4,14,1,0,1,3,7,5,3,12,1,0,D,1.358157894736842,1.5186842105263159,F1_laliga,2026-05-22 10:28:50.704449
2877,126,4,1,8,1,2,1,8,2,5,12,1,0,a,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704505
2878,126,4,8,1,0,1,2,13,3,3,18,4,0,D,1.4678947368421054,1.4747368421052631,F1_laliga,2026-05-22 10:28:50.704519
2879,127,4,1,12,1,1,1,9,5,8,11,3,1,h,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704599
2880,127,4,12,1,0,1,1,4,3,4,14,2,0,D,1.5613157894736842,1.6939473684210526,F1_laliga,2026-05-22 10:28:50.704614
2881,128,4,1,5,1,1,1,9,2,9,12,2,0,d,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704680
2882,128,4,5,1,0,1,1,9,1,2,13,1,0,D,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.704721
2883,129,4,1,9,1,3,3,10,3,6,9,1,0,a,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704792
2884,129,4,9,1,0,3,3,7,5,6,10,2,0,D,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.704805
2885,130,4,1,10,1,2,0,8,4,8,6,1,0,h,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704864
2886,130,4,10,1,0,0,2,13,6,3,15,1,0,D,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.704879
2887,131,4,1,11,1,1,1,8,3,2,9,5,1,a,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.704937
2888,131,4,11,1,0,1,1,13,5,3,6,1,0,D,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.704950
2889,132,4,5,16,1,1,1,11,3,4,10,3,0,d,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705006
2890,132,4,16,5,0,1,1,12,5,4,12,2,0,D,2.0265789473684213,0.981578947368421,F1_laliga,2026-05-22 10:28:50.705019
2891,133,4,5,4,1,1,1,13,6,7,12,1,0,d,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705075
2892,133,4,4,5,0,1,1,12,0,4,13,0,0,D,1.7426315789473683,0.8447368421052632,F1_laliga,2026-05-22 10:28:50.705113
2893,134,4,5,3,1,0,0,15,6,4,7,2,0,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705181
2894,134,4,3,5,0,0,0,10,5,6,9,4,0,D,2.157631578947368,0.7834210526315789,F1_laliga,2026-05-22 10:28:50.705195
2895,135,4,5,18,1,0,5,15,8,5,19,2,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705252
2896,135,4,18,5,0,5,0,11,1,3,12,1,0,D,2.0071052631578947,0.9215789473684212,F1_laliga,2026-05-22 10:28:50.705266
2897,136,4,5,17,1,0,3,18,9,4,11,2,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705332
2898,136,4,17,5,0,3,0,8,1,1,6,1,0,D,1.9705263157894735,1.0313157894736842,F1_laliga,2026-05-22 10:28:50.705346
2899,137,4,5,20,1,0,1,12,6,4,10,3,1,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705401
2900,137,4,20,5,0,1,0,9,7,5,11,4,0,D,2.031842105263158,1.2807894736842105,F1_laliga,2026-05-22 10:28:50.705415
2901,138,4,5,2,1,2,0,10,4,4,9,4,1,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705470
2902,138,4,2,5,0,0,2,14,6,5,4,0,0,D,2.106578947368421,1.2107894736842104,F1_laliga,2026-05-22 10:28:50.705512
2903,139,4,5,19,1,1,1,18,6,2,10,0,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705617
2904,139,4,19,5,0,1,1,13,2,1,13,0,0,D,1.9644736842105264,1.135,F1_laliga,2026-05-22 10:28:50.705632
2905,140,4,5,15,1,0,1,11,7,4,20,2,0,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705695
2906,140,4,15,5,0,1,0,12,4,2,12,0,0,D,1.3752631578947367,1.2618421052631579,F1_laliga,2026-05-22 10:28:50.705709
2907,141,4,5,13,1,3,1,13,6,9,11,1,0,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705767
2908,141,4,13,5,0,1,3,16,3,3,7,1,0,D,1.346578947368421,1.1921052631578946,F1_laliga,2026-05-22 10:28:50.705781
2909,142,4,5,6,1,2,2,18,3,5,7,2,0,d,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705836
2910,142,4,6,5,0,2,2,10,4,1,10,4,0,D,1.4097368421052632,1.0686842105263157,F1_laliga,2026-05-22 10:28:50.705850
2911,143,4,5,7,1,1,2,15,8,1,13,3,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.705906
2912,143,4,7,5,0,2,1,8,7,4,19,3,0,D,1.4713157894736841,1.5907894736842105,F1_laliga,2026-05-22 10:28:50.705946
2913,144,4,5,14,1,2,1,15,6,4,9,0,0,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706014
2914,144,4,14,5,0,1,2,13,7,3,14,0,0,D,1.358157894736842,1.5186842105263159,F1_laliga,2026-05-22 10:28:50.706027
2915,145,4,5,8,1,1,0,9,2,5,15,2,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706085
2916,145,4,8,5,0,0,1,8,5,4,17,1,0,D,1.4678947368421054,1.4747368421052631,F1_laliga,2026-05-22 10:28:50.706099
2917,146,4,5,12,1,1,1,14,7,2,8,4,0,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706154
2918,146,4,12,5,0,1,1,13,5,3,3,1,1,D,1.5613157894736842,1.6939473684210526,F1_laliga,2026-05-22 10:28:50.706168
2919,147,4,5,1,1,0,0,11,5,6,6,3,0,d,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706222
2920,147,4,1,5,0,0,0,8,7,3,10,2,0,D,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.706235
2921,148,4,5,9,1,0,4,14,5,4,13,0,0,a,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706295
2922,148,4,9,5,0,4,0,9,5,5,15,1,0,D,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706335
2923,149,4,5,10,1,0,0,12,5,7,11,1,0,d,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706405
2924,149,4,10,5,0,0,0,4,3,5,11,1,0,D,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.706419
2925,150,4,5,11,1,2,0,12,9,9,12,3,1,h,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.706476
2926,150,4,11,5,0,0,2,10,1,1,11,2,0,D,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.706490
2927,151,4,9,16,1,1,1,15,0,5,9,0,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706545
2928,151,4,16,9,0,1,1,4,2,2,11,2,0,D,2.0265789473684213,0.981578947368421,F1_laliga,2026-05-22 10:28:50.706579
2929,152,4,9,4,1,1,4,12,5,8,11,1,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706646
2930,152,4,4,9,0,4,1,13,0,4,11,1,0,D,1.7426315789473683,0.8447368421052632,F1_laliga,2026-05-22 10:28:50.706660
2931,153,4,9,3,1,1,1,21,7,6,17,4,0,h,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706752
2932,153,4,3,9,0,1,1,11,2,5,9,1,0,D,2.157631578947368,0.7834210526315789,F1_laliga,2026-05-22 10:28:50.706795
2933,154,4,9,18,1,2,2,11,7,1,14,1,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706866
2934,154,4,18,9,0,2,2,13,1,5,10,1,0,D,2.0071052631578947,0.9215789473684212,F1_laliga,2026-05-22 10:28:50.706880
2935,155,4,9,17,1,0,1,12,2,3,12,1,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.706938
2936,155,4,17,9,0,1,0,8,3,3,18,1,0,D,1.9705263157894735,1.0313157894736842,F1_laliga,2026-05-22 10:28:50.706951
2937,156,4,9,20,1,0,2,18,6,5,11,0,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707006
2938,156,4,20,9,0,2,0,5,4,3,9,2,0,D,2.031842105263158,1.2807894736842105,F1_laliga,2026-05-22 10:28:50.707020
2939,157,4,9,2,1,1,1,18,6,1,15,1,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707075
2940,157,4,2,9,0,1,1,14,2,1,8,2,0,D,2.106578947368421,1.2107894736842104,F1_laliga,2026-05-22 10:28:50.707089
2941,158,4,9,19,1,1,3,8,4,5,8,1,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707144
2942,158,4,19,9,0,3,1,6,3,4,15,2,0,D,1.9644736842105264,1.135,F1_laliga,2026-05-22 10:28:50.707184
2943,159,4,9,15,1,1,1,15,6,2,10,2,0,h,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707251
2944,159,4,15,9,0,1,1,7,2,5,19,2,0,D,1.3752631578947367,1.2618421052631579,F1_laliga,2026-05-22 10:28:50.707265
2945,160,4,9,13,1,1,1,12,8,2,8,2,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707330
2946,160,4,13,9,0,1,1,11,5,4,14,2,0,D,1.346578947368421,1.1921052631578946,F1_laliga,2026-05-22 10:28:50.707344
2947,161,4,9,6,1,1,0,14,2,3,9,1,0,h,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707401
2948,161,4,6,9,0,0,1,11,2,5,14,3,0,D,1.4097368421052632,1.0686842105263157,F1_laliga,2026-05-22 10:28:50.707414
2949,162,4,9,7,1,0,0,13,5,6,11,3,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707502
2950,162,4,7,9,0,0,0,15,5,8,14,2,0,D,1.4713157894736841,1.5907894736842105,F1_laliga,2026-05-22 10:28:50.707517
2951,163,4,9,14,1,3,3,8,5,4,14,4,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707609
2952,163,4,14,9,0,3,3,9,5,4,9,2,0,D,1.358157894736842,1.5186842105263159,F1_laliga,2026-05-22 10:28:50.707653
2953,122,4,9,8,1,1,1,16,6,5,10,3,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707723
2954,122,4,8,9,0,1,1,7,6,4,15,1,0,D,1.4678947368421054,1.4747368421052631,F1_laliga,2026-05-22 10:28:50.707738
2955,123,4,9,12,1,1,0,19,4,4,9,5,0,h,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707825
2956,123,4,12,9,0,0,1,11,8,2,12,1,0,D,1.5613157894736842,1.6939473684210526,F1_laliga,2026-05-22 10:28:50.707840
2957,124,4,9,1,1,2,2,11,6,2,9,2,0,d,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.707901
2958,124,4,1,9,0,2,2,10,2,6,9,2,0,D,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.707915
2959,125,4,9,5,1,0,0,19,4,8,12,1,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.708053
2960,125,4,5,9,0,0,0,9,3,3,16,4,1,D,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.708069
2961,126,4,9,10,1,0,2,14,9,6,14,1,0,a,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.708128
2962,126,4,10,9,0,2,0,15,6,1,15,3,0,D,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708169
2963,127,4,9,11,1,2,1,17,7,8,11,1,1,h,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.708240
2964,127,4,11,9,0,1,2,16,4,2,15,2,0,D,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.708254
2965,128,4,10,16,1,0,0,11,7,4,17,2,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708323
2966,128,4,16,10,0,0,0,13,2,5,14,3,0,D,2.0265789473684213,0.981578947368421,F1_laliga,2026-05-22 10:28:50.708337
2967,129,4,10,4,1,1,1,21,6,7,7,2,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708396
2968,129,4,4,10,0,1,1,9,2,5,8,5,1,D,1.7426315789473683,0.8447368421052632,F1_laliga,2026-05-22 10:28:50.708409
2969,130,4,10,3,1,2,2,11,5,1,10,7,0,a,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708464
2970,130,4,3,10,0,2,2,10,3,2,7,2,0,D,2.157631578947368,0.7834210526315789,F1_laliga,2026-05-22 10:28:50.708478
2971,131,4,10,18,1,5,2,10,9,6,13,1,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708533
2972,131,4,18,10,0,2,5,15,2,6,8,3,0,D,2.0071052631578947,0.9215789473684212,F1_laliga,2026-05-22 10:28:50.708586
2973,132,4,10,17,1,1,0,15,7,3,9,1,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708657
2974,132,4,17,10,0,0,1,11,6,3,12,1,0,D,1.9705263157894735,1.0313157894736842,F1_laliga,2026-05-22 10:28:50.708671
2975,133,4,10,20,1,3,3,20,1,6,11,2,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708729
2976,133,4,20,10,0,3,3,5,8,5,10,3,0,D,2.031842105263158,1.2807894736842105,F1_laliga,2026-05-22 10:28:50.708743
2977,134,4,10,2,1,2,2,12,4,7,10,4,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708799
2978,134,4,2,10,0,2,2,9,8,7,10,4,0,D,2.106578947368421,1.2107894736842104,F1_laliga,2026-05-22 10:28:50.708813
2979,135,4,10,19,1,0,0,14,5,2,12,3,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708868
2980,135,4,19,10,0,0,0,10,6,2,13,3,0,D,1.9644736842105264,1.135,F1_laliga,2026-05-22 10:28:50.708882
2981,136,4,10,15,1,0,4,8,1,2,16,0,0,a,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.708936
2982,136,4,15,10,0,4,0,7,2,4,10,3,0,D,1.3752631578947367,1.2618421052631579,F1_laliga,2026-05-22 10:28:50.708977
2983,137,4,10,13,1,3,1,9,7,3,13,0,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709046
2984,137,4,13,10,0,1,3,8,2,1,12,3,0,D,1.346578947368421,1.1921052631578946,F1_laliga,2026-05-22 10:28:50.709060
2985,138,4,10,6,1,2,2,11,9,3,17,3,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709117
2986,138,4,6,10,0,2,2,13,4,5,6,2,0,D,1.4097368421052632,1.0686842105263157,F1_laliga,2026-05-22 10:28:50.709131
2987,139,4,10,7,1,3,0,13,5,4,9,1,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709187
2988,139,4,7,10,0,0,3,9,2,5,15,1,0,D,1.4713157894736841,1.5907894736842105,F1_laliga,2026-05-22 10:28:50.709201
2989,140,4,10,14,1,1,1,12,4,6,10,4,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709255
2990,140,4,14,10,0,1,1,12,3,6,14,2,0,D,1.358157894736842,1.5186842105263159,F1_laliga,2026-05-22 10:28:50.709268
2991,141,4,10,8,1,1,1,15,10,6,14,0,0,a,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709334
2992,141,4,8,10,0,1,1,7,2,2,12,4,0,D,1.4678947368421054,1.4747368421052631,F1_laliga,2026-05-22 10:28:50.709372
2993,142,4,10,12,1,1,0,11,7,5,13,3,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709442
2994,142,4,12,10,0,0,1,9,5,3,16,3,0,D,1.5613157894736842,1.6939473684210526,F1_laliga,2026-05-22 10:28:50.709457
2995,143,4,10,1,1,1,1,13,3,5,6,2,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709549
2996,143,4,1,10,0,1,1,13,4,7,16,2,0,D,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.709586
2997,144,4,10,5,1,1,3,8,4,8,14,2,0,a,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709656
2998,144,4,5,10,0,3,1,9,1,5,12,1,0,D,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.709670
2999,145,4,10,9,1,2,0,9,6,5,16,3,0,h,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709729
3000,145,4,9,10,0,0,2,9,6,3,5,3,0,D,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.709742
3001,146,4,10,11,1,0,0,17,3,3,9,1,0,d,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.709800
3002,146,4,11,10,0,0,0,10,2,2,14,2,0,D,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.709839
3003,147,4,11,16,1,0,0,12,2,3,18,1,0,d,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.709907
3004,147,4,16,11,0,0,0,9,3,8,8,2,0,D,2.0265789473684213,0.981578947368421,F1_laliga,2026-05-22 10:28:50.709921
3005,148,4,11,4,1,0,2,13,7,7,18,2,0,a,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.709978
3006,148,4,4,11,0,2,0,9,2,4,7,2,0,D,1.7426315789473683,0.8447368421052632,F1_laliga,2026-05-22 10:28:50.709991
3007,149,4,11,3,1,0,0,8,5,5,14,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710077
3008,149,4,3,11,0,0,0,11,4,4,16,0,1,D,2.157631578947368,0.7834210526315789,F1_laliga,2026-05-22 10:28:50.710091
3009,150,4,11,18,1,1,0,18,4,6,12,3,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710152
3010,150,4,18,11,0,0,1,6,7,3,7,3,0,D,2.0071052631578947,0.9215789473684212,F1_laliga,2026-05-22 10:28:50.710166
3011,151,4,11,17,1,3,0,15,10,5,12,3,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710221
3012,151,4,17,11,0,0,3,10,6,3,12,6,0,D,1.9705263157894735,1.0313157894736842,F1_laliga,2026-05-22 10:28:50.710258
3013,152,4,11,20,1,0,2,11,6,6,14,0,0,a,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710332
3014,152,4,20,11,0,2,0,8,5,9,9,1,0,D,2.031842105263158,1.2807894736842105,F1_laliga,2026-05-22 10:28:50.710347
3015,153,4,11,2,1,3,0,11,2,5,19,4,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710404
3016,153,4,2,11,0,0,3,10,7,3,12,3,1,D,2.106578947368421,1.2107894736842104,F1_laliga,2026-05-22 10:28:50.710417
3017,154,4,11,19,1,3,0,21,7,4,7,0,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710472
3018,154,4,19,11,0,0,3,5,3,6,7,2,0,D,1.9644736842105264,1.135,F1_laliga,2026-05-22 10:28:50.710486
3019,155,4,11,15,1,1,0,15,5,3,11,1,0,a,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710541
3020,155,4,15,11,0,0,1,11,8,4,9,3,0,D,1.3752631578947367,1.2618421052631579,F1_laliga,2026-05-22 10:28:50.710573
3021,156,4,11,13,1,1,1,11,6,6,11,3,0,a,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710643
3022,156,4,13,11,0,1,1,9,2,4,14,4,0,D,1.346578947368421,1.1921052631578946,F1_laliga,2026-05-22 10:28:50.710684
3023,157,4,11,6,1,1,2,12,2,2,8,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710756
3024,157,4,6,11,0,2,1,3,3,5,19,0,0,D,1.4097368421052632,1.0686842105263157,F1_laliga,2026-05-22 10:28:50.710770
3025,158,4,11,7,1,0,0,16,6,5,19,3,0,d,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710829
3026,158,4,7,11,0,0,0,18,3,5,13,2,0,D,1.4713157894736841,1.5907894736842105,F1_laliga,2026-05-22 10:28:50.710842
3027,159,4,11,14,1,1,1,15,5,2,11,0,0,d,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710898
3028,159,4,14,11,0,1,1,17,2,3,10,0,0,D,1.358157894736842,1.5186842105263159,F1_laliga,2026-05-22 10:28:50.710912
3029,160,4,11,8,1,1,0,13,5,4,7,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.710967
3030,160,4,8,11,0,0,1,7,5,3,10,1,0,D,1.4678947368421054,1.4747368421052631,F1_laliga,2026-05-22 10:28:50.710981
3031,161,4,11,12,1,0,0,19,4,5,7,1,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.711035
3032,161,4,12,11,0,0,0,11,4,4,7,6,0,D,1.5613157894736842,1.6939473684210526,F1_laliga,2026-05-22 10:28:50.711074
3033,162,4,11,1,1,1,1,14,1,3,12,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.711144
3034,162,4,1,11,0,1,1,6,5,3,12,5,0,D,1.5668421052631578,1.583421052631579,F1_laliga,2026-05-22 10:28:50.711158
3035,163,4,11,5,1,3,0,20,5,6,13,3,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.711216
3036,163,4,5,11,0,0,3,14,2,3,10,1,0,D,0.7999999999999999,1.5710526315789475,F1_laliga,2026-05-22 10:28:50.711230
3037,122,4,11,9,1,2,1,11,4,5,9,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.711291
3038,122,4,9,11,0,1,2,7,5,4,12,1,0,D,0.8792105263157893,1.9592105263157895,F1_laliga,2026-05-22 10:28:50.711305
3039,123,4,11,10,1,0,0,12,7,6,16,2,0,h,1.0342105263157895,1.8510526315789475,F1_laliga,2026-05-22 10:28:50.711366
3040,123,4,10,11,0,0,0,7,3,4,11,3,0,D,1.1936842105263157,1.971578947368421,F1_laliga,2026-05-22 10:28:50.711379
3041,164,5,16,4,1,0,2,12,6,11,8,3,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711491
3042,164,5,4,16,0,2,0,12,2,4,9,1,0,D,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.711537
3043,165,5,16,3,1,4,1,16,6,4,7,3,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711656
3044,165,5,3,16,0,1,4,16,1,7,10,0,0,D,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.711671
3045,166,5,16,18,1,1,1,14,8,4,20,5,0,d,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711732
3046,166,5,18,16,0,1,1,12,2,6,16,2,0,D,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.711746
3047,167,5,16,17,1,1,3,13,4,3,15,2,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711802
3048,167,5,17,16,0,3,1,9,3,2,22,1,0,D,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.711817
3049,168,5,16,20,1,1,1,21,5,6,11,3,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711871
3050,168,5,20,16,0,1,1,11,2,6,13,0,1,D,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.711885
3051,169,5,16,2,1,2,1,8,5,4,18,4,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.711940
3052,169,5,2,16,0,1,2,12,3,5,9,4,0,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.711985
3053,170,5,16,19,1,5,0,18,8,6,16,1,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712054
3054,170,5,19,16,0,0,5,14,4,4,7,2,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.712069
3055,171,5,16,15,1,0,0,10,2,5,16,3,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712126
3056,171,5,15,16,0,0,0,13,6,0,12,1,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.712140
3057,172,5,16,13,1,1,0,9,6,2,13,3,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712228
3058,172,5,13,16,0,0,1,13,7,7,7,2,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.712243
3059,173,5,16,6,1,1,1,13,3,6,9,3,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712342
3060,173,5,6,16,0,1,1,10,8,3,14,1,0,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.712357
3061,174,5,16,7,1,1,0,7,6,3,17,1,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712419
3062,174,5,7,16,0,0,1,15,8,8,8,2,1,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.712463
